client_id,storage,sku_id,item_description,detailed_description,manufacturer,mfg_part_nos,fitment,bom_structure,bom_qty,bom_grp,bom_id,bom_ref,plan_grp
,,10123,SPRING;DANFOSS;3103199,SPRING,DANFOSS,3103199,TANDEM PUMP,SPECIAL HARDWARE,2,,B26,,
,,10123,SPRING;DANFOSS;3103199,SPRING,DANFOSS,3103199,TANDEM PUMP,SPECIAL HARDWARE,2,,B26,,
,,10123,SPRING;DANFOSS;3103199,SPRING,DANFOSS,3103199,TANDEM PUMP,SPECIAL HARDWARE,2,,B26,,
,,10123,SPRING;DANFOSS;3103199,SPRING,DANFOSS,3103199,TANDEM PUMP,SPECIAL HARDWARE,2,,B26,,
,,10124,RETAINING RING;DANFOSS;5000462,RETAINING RING,DANFOSS,5000462,TANDEM PUMP,SPECIAL HARDWARE,0,,B28,,
,,10124,RETAINING RING;DANFOSS;5000462,RETAINING RING,DANFOSS,9006250-0131,TANDEM PUMP,SPECIAL HARDWARE,0,,B28,,
,,10149,WASHER;DANFOSS;Ti000455,WASHER,DANFOSS,Ti000455,TANDEM PUMP,SPECIAL HARDWARE,2,,B27,,
,,10124,RETAINING RING;DANFOSS;5000462,RETAINING RING,DANFOSS,5000462,TANDEM PUMP,SPECIAL HARDWARE,2,,B28,,
,,10124,RETAINING RING;DANFOSS;5000462,RETAINING RING,DANFOSS,9006250-0131,TANDEM PUMP,SPECIAL HARDWARE,2,,B28,,
,,10124,RETAINING RING;DANFOSS;5000462,RETAINING RING,DANFOSS,5000462,TANDEM PUMP,SPECIAL HARDWARE,0,,B28,,
,,10150,SLIPPER RETAINER GUIDE;DANFOSS;42°i0140,SLIPPER RETAINER GUIDE,DANFOSS,42°i0140,TANDEM PUMP,SPECIAL HARDWARE,2,,B31,,
,,10151,PISTON ASSEMBLY;DANFOSS;42?i0127,PISTON ASSEMBLY,DANFOSS,42?i0127,TANDEM PUMP,SPECIAL HARDWARE,18,,B32,,
,,10152,SLIPPER RETAINER;DANFOSS;42°i0117,SLIPPER RETAINER,DANFOSS,42°i0117,TANDEM PUMP,SPECIAL HARDWARE,2,,B36,,
,,10124,RETAINING RING;DANFOSS;5000462,RETAINING RING,DANFOSS,9006250-0131,TANDEM PUMP,SPECIAL HARDWARE,0,,B28,,
,,10124,RETAINING RING;DANFOSS;5000462,RETAINING RING,DANFOSS,5000462,TANDEM PUMP,SPECIAL HARDWARE,2,,B28,,
,,10124,RETAINING RING;DANFOSS;5000462,RETAINING RING,DANFOSS,9006250-0131,TANDEM PUMP,SPECIAL HARDWARE,2,,B28,,
,,10124,RETAINING RING;DANFOSS;5000462,RETAINING RING,DANFOSS,5000462,TANDEM PUMP,SPECIAL HARDWARE,0,,B28,,
,,10124,RETAINING RING;DANFOSS;5000462,RETAINING RING,DANFOSS,9006250-0131,TANDEM PUMP,SPECIAL HARDWARE,0,,B28,,
,,10124,RETAINING RING;DANFOSS;5000462,RETAINING RING,DANFOSS,5000462,TANDEM PUMP,SPECIAL HARDWARE,2,,B28,,
,,10124,RETAINING RING;DANFOSS;5000462,RETAINING RING,DANFOSS,9006250-0131,TANDEM PUMP,SPECIAL HARDWARE,2,,B28,,
,,10125,PISTON ASSEMBLY;DANFOSS;4250127,PISTON ASSEMBLY,DANFOSS,4250127,TANDEM PUMP,SPECIAL HARDWARE,18,,B32,,
,,10125,PISTON ASSEMBLY;DANFOSS;4250127,PISTON ASSEMBLY,DANFOSS,4250127,TANDEM PUMP,SPECIAL HARDWARE,18,,B32,,
,,10125,PISTON ASSEMBLY;DANFOSS;4250127,PISTON ASSEMBLY,DANFOSS,4250127,TANDEM PUMP,SPECIAL HARDWARE,18,,B32,,
,,10125,PISTON ASSEMBLY;DANFOSS;4250127,PISTON ASSEMBLY,DANFOSS,4250127,TANDEM PUMP,SPECIAL HARDWARE,18,,B32,,
,,10125,PISTON ASSEMBLY;DANFOSS;4250127,PISTON ASSEMBLY,DANFOSS,4250127,TANDEM PUMP,SPECIAL HARDWARE,18,,B32,,
,,10125,PISTON ASSEMBLY;DANFOSS;4250127,PISTON ASSEMBLY,DANFOSS,4250127,TANDEM PUMP,SPECIAL HARDWARE,18,,B32,,
,,10125,PISTON ASSEMBLY;DANFOSS;4250127,PISTON ASSEMBLY,DANFOSS,4250127,TANDEM PUMP,SPECIAL HARDWARE,18,,B32,,
,,10125,PISTON ASSEMBLY;DANFOSS;4250127,PISTON ASSEMBLY,DANFOSS,4250127,TANDEM PUMP,SPECIAL HARDWARE,18,,B32,,
,,10155,O-RING;DANFOSS;fii000373,O-RING,DANFOSS,fii000373,TANDEM PUMP,SPECIAL HARDWARE,1,,S14,,
,,10156,GEAR PUMP;DANFOSS;TiTi0138299,GEAR PUMP,DANFOSS,TiTi0138299,TANDEM PUMP,SPECIAL HARDWARE,1,,S15,,
,,10126,SLIPPER RETAINER;DANFOSS;3103197,SLIPPER RETAINER,DANFOSS,3103197,TANDEM PUMP,SPECIAL HARDWARE,2,,B36,,
,,10126,SLIPPER RETAINER;DANFOSS;3103197,SLIPPER RETAINER,DANFOSS,3103197,TANDEM PUMP,SPECIAL HARDWARE,2,,B36,,
,,10126,SLIPPER RETAINER;DANFOSS;3103197,SLIPPER RETAINER,DANFOSS,3103197,TANDEM PUMP,SPECIAL HARDWARE,2,,B36,,
,,10126,SLIPPER RETAINER;DANFOSS;3103197,SLIPPER RETAINER,DANFOSS,3103197,TANDEM PUMP,SPECIAL HARDWARE,2,,B36,,
,,10126,SLIPPER RETAINER;DANFOSS;3103197,SLIPPER RETAINER,DANFOSS,3103197,TANDEM PUMP,SPECIAL HARDWARE,2,,B36,,
,,10126,SLIPPER RETAINER;DANFOSS;3103197,SLIPPER RETAINER,DANFOSS,3103197,TANDEM PUMP,SPECIAL HARDWARE,2,,B36,,
,,10126,SLIPPER RETAINER;DANFOSS;3103197,SLIPPER RETAINER,DANFOSS,3103197,TANDEM PUMP,SPECIAL HARDWARE,2,,B36,,
,,10126,SLIPPER RETAINER;DANFOSS;3103197,SLIPPER RETAINER,DANFOSS,3103197,TANDEM PUMP,SPECIAL HARDWARE,2,,B36,,
,,10126,SLIPPER RETAINER;DANFOSS;3103197,SLIPPER RETAINER,DANFOSS,3103197,TANDEM PUMP,SPECIAL HARDWARE,2,,B36,,
,,10127,0-RING;DANFOSS;5000373,0-RING,DANFOSS,5000373,TANDEM PUMP,SPECIAL HARDWARE,1,,S14,,
,,10127,0-RING;DANFOSS;5000373,0-RING,DANFOSS,5000373,TANDEM PUMP,SPECIAL HARDWARE,1,,S14,,
,,10127,0-RING;DANFOSS;5000373,0-RING,DANFOSS,5000373,TANDEM PUMP,SPECIAL HARDWARE,1,,S14,,
,,10127,0-RING;DANFOSS;5000373,0-RING,DANFOSS,5000373,TANDEM PUMP,SPECIAL HARDWARE,1,,S14,,
,,10157,GEAR PUMP;DANFOSS;181.20.431.00,GEAR PUMP,DANFOSS,181.20.431.00,TANDEM PUMP,SPECIAL HARDWARE,1,,S15,,
,,10127,0-RING;DANFOSS;5000373,0-RING,DANFOSS,5000373,TANDEM PUMP,SPECIAL HARDWARE,1,,S14,,
,,10127,0-RING;DANFOSS;5000373,0-RING,DANFOSS,5000373,TANDEM PUMP,SPECIAL HARDWARE,l,,S14,,
,,10127,0-RING;DANFOSS;5000373,0-RING,DANFOSS,5000373,TANDEM PUMP,SPECIAL HARDWARE,1,,S14,,
,,10127,0-RING;DANFOSS;5000373,0-RING,DANFOSS,5000373,TANDEM PUMP,SPECIAL HARDWARE,1,,S14,,
,,10127,0-RING;DANFOSS;5000373,0-RING,DANFOSS,5000373,TANDEM PUMP,SPECIAL HARDWARE,1,,S14,,
,,10127,0-RING;DANFOSS;5000373,0-RING,DANFOSS,5000373,TANDEM PUMP,SPECIAL HARDWARE,1,,S14,,
,,10128,GEAR PUMP;DANFOSS;4700066,GEAR PUMP,DANFOSS,4700066,TANDEM PUMP,SPECIAL HARDWARE,1,,S15,,
,,10128,GEAR PUMP;DANFOSS;4700066,GEAR PUMP,DANFOSS,00111.20.134.00,TANDEM PUMP,SPECIAL HARDWARE,1,,S15,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,019448,TANDEM PUMP,SPECIAL HARDWARE,2,,SI 6,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,9007300-3722,TANDEM PUMP,SPECIAL HARDWARE,2,,SI 6,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,019448,TANDEM PUMP,SPECIAL HARDWARE,2,,S16,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,9007300-3722,TANDEM PUMP,SPECIAL HARDWARE,2,,S16,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,019448,TANDEM PUMP,SPECIAL HARDWARE,2,,S16,,
,,10158,GEAR PUMP;DANFOSS;163D1228,GEAR PUMP,DANFOSS,163D1228,TANDEM PUMP,SPECIAL HARDWARE,1,,S15,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,9007300-3722,TANDEM PUMP,SPECIAL HARDWARE,2,,S16,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,019448,TANDEM PUMP,SPECIAL HARDWARE,2,,S16,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,9007300-3722,TANDEM PUMP,SPECIAL HARDWARE,2,,S16,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,019448,TANDEM PUMP,SPECIAL HARDWARE,2,,516,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,9007300-3722,TANDEM PUMP,SPECIAL HARDWARE,2,,516,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,019448,TANDEM PUMP,SPECIAL HARDWARE,2,,S16,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,9007300-3722,TANDEM PUMP,SPECIAL HARDWARE,2,,S16,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,019448,TANDEM PUMP,SPECIAL HARDWARE,2,,S16,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,9007300-3722,TANDEM PUMP,SPECIAL HARDWARE,2,,S16,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,019448,TANDEM PUMP,SPECIAL HARDWARE,2,,S16,,
,,10160,PISTON ASSEMBLY;DANFOSS;42Ti0127,PISTON ASSEMBLY,DANFOSS,42Ti0127,TANDEM PUMP,SPECIAL HARDWARE,18,,B32,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,9007300-3722,TANDEM PUMP,SPECIAL HARDWARE,2,,S16,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,019448,TANDEM PUMP,SPECIAL HARDWARE,2,,516,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,9007300-3722,TANDEM PUMP,SPECIAL HARDWARE,2,,516,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,019448,TANDEM PUMP,SPECIAL HARDWARE,2,,S16,,
,,10129,SCREW;DANFOSS;019448,SCREW,DANFOSS,9007300-3722,TANDEM PUMP,SPECIAL HARDWARE,2,,S16,,
,,10132,GEAR PUMP;DANFOSS;4700053,GEAR PUMP,DANFOSS,4700053,TANDEM PUMP,SPECIAL HARDWARE,1,,S15,,
,,10132,GEAR PUMP;DANFOSS;4700053,GEAR PUMP,DANFOSS,00111.20.130.00,TANDEM PUMP,SPECIAL HARDWARE,1,,S15,,
,,10132,GEAR PUMP;DANFOSS;4700053,GEAR PUMP,DANFOSS,4700053,TANDEM PUMP,SPECIAL HARDWARE,1,,S15,,
,,10132,GEAR PUMP;DANFOSS;4700053,GEAR PUMP,DANFOSS,00111.20.130.00,TANDEM PUMP,SPECIAL HARDWARE,1,,S15,,
,,10133,WASHER;DANFOSS;002329,WASHER,DANFOSS,002329,TANDEM PUMP,SPECIAL HARDWARE,2,,S26,,
,,10161,"SCR VALVE ASSEMBLY, 190 BAR [2755 PSI];DANFOSS;43Ti0ó42","SCR VALVE ASSEMBLY, 190 BAR [2755 PSI]",DANFOSS,43Ti0ó42,TANDEM PUMP,SYSTEM PRESSURE PROTECTION,0,,V20,,
,,10133,WASHER;DANFOSS;002329,WASHER,DANFOSS,900961 0-4069,TANDEM PUMP,SPECIAL HARDWARE,2,,S26,,
,,10134,CYLINDER BLOCK KIT WITH KEEL HOLDDOWN;DANFOSS;4250119,CYLINDER BLOCK KIT WITH KEEL HOLDDOWN,DANFOSS,4250119,TANDEM PUMP,SPECIAL HARDWARE,0,,B56,,
,,10134,CYLINDER BLOCK KIT WITH KEEL HOLDDOWN;DANFOSS;4250119,CYLINDER BLOCK KIT WITH KEEL HOLDDOWN,DANFOSS,4250119,TANDEM PUMP,SPECIAL HARDWARE,2,,BS6,,
,,10135,CYLINDER BLOCK;DANFOSS;4250115,CYLINDER BLOCK,DANFOSS,4250115,TANDEM PUMP,SPECIAL HARDWARE,2,,B24,,
,,10135,CYLINDER BLOCK;DANFOSS;4250115,CYLINDER BLOCK,DANFOSS,4250115,TANDEM PUMP,SPECIAL HARDWARE,2,,B24,,
,,10137,RETAINING RING;DANFOSS;Ti000462,RETAINING RING,DANFOSS,Ti000462,TANDEM PUMP,SPECIAL HARDWARE,2,,B28,,
,,10137,RETAINING RING;DANFOSS;Ti000462,RETAINING RING,DANFOSS,9006250-0131,TANDEM PUMP,SPECIAL HARDWARE,2,,B28,,
,,10137,RETAINING RING;DANFOSS;Ti000462,RETAINING RING,DANFOSS,Ti000462,TANDEM PUMP,SPECIAL HARDWARE,2,,B28,,
,,10137,RETAINING RING;DANFOSS;Ti000462,RETAINING RING,DANFOSS,9006250-0131,TANDEM PUMP,SPECIAL HARDWARE,2,,B28,,
,,10137,RETAINING RING;DANFOSS;Ti000462,RETAINING RING,DANFOSS,Ti000462,TANDEM PUMP,SPECIAL HARDWARE,2,,B28,,
,,10137,RETAINING RING;DANFOSS;Ti000462,RETAINING RING,DANFOSS,9006250-0131,TANDEM PUMP,SPECIAL HARDWARE,2,,B28,,
,,10138,SLIPPER HOLDDOWN WASHER ASSEMBLY;DANFOSS;42Ti0121,SLIPPER HOLDDOWN WASHER ASSEMBLY,DANFOSS,42Ti0121,TANDEM PUMP,SPECIAL HARDWARE,2,,B30,,
,,10162,"SCR VALVE ASSEMBLY,   40 BAR [2030 PSI]  (SB-1996-014);DANFOSS;4350ó35","SCR VALVE ASSEMBLY,   40 BAR [2030 PSI]  (SB-1996-014)",DANFOSS,4350ó35,TANDEM PUMP,SYSTEM PRESSURE PROTECTION,0,,V10,,
,,10138,SLIPPER HOLDDOWN WASHER ASSEMBLY;DANFOSS;42Ti0121,SLIPPER HOLDDOWN WASHER ASSEMBLY,DANFOSS,42Ti0121,TANDEM PUMP,SPECIAL HARDWARE,2,,B30,,
,,10142,WASHER;DANFOSS;002329,WASHER,DANFOSS,002329,TANDEM PUMP,SPECIAL HARDWARE,2,,S26,,
,,10142,WASHER;DANFOSS;002329,WASHER,DANFOSS,9009610-4069,TANDEM PUMP,SPECIAL HARDWARE,2,,S26,,
,,10142,WASHER;DANFOSS;002329,WASHER,DANFOSS,002329,TANDEM PUMP,SPECIAL HARDWARE,2,,S26,,
,,10142,WASHER;DANFOSS;002329,WASHER,DANFOSS,9009610-4069,TANDEM PUMP,SPECIAL HARDWARE,2,,S26,,
,,10142,WASHER;DANFOSS;002329,WASHER,DANFOSS,002329,TANDEM PUMP,SPECIAL HARDWARE,2,,S26,,
,,10142,WASHER;DANFOSS;002329,WASHER,DANFOSS,9009610-4069,TANDEM PUMP,SPECIAL HARDWARE,2,,S26,,
,,10163,"SCR VALVE ASSY, 210 BAR [3045 PSI], HIGH FORCE SPRING;DANFOSS;42512óó","SCR VALVE ASSY, 210 BAR [3045 PSI], HIGH FORCE SPRING",DANFOSS,42512óó,TANDEM PUMP,SYSTEM PRESSURE PROTECTION,0,,V1 0,,
,,10142,WASHER;DANFOSS;002329,WASHER,DANFOSS,002329,TANDEM PUMP,SPECIAL HARDWARE,2,,S26,,
,,10142,WASHER;DANFOSS;002329,WASHER,DANFOSS,9009610-4069,TANDEM PUMP,SPECIAL HARDWARE,2,,S26,,
,,10142,WASHER;DANFOSS;002329,WASHER,DANFOSS,002329,TANDEM PUMP,SPECIAL HARDWARE,2,,S26,,
,,10142,WASHER;DANFOSS;002329,WASHER,DANFOSS,9009610-4069,TANDEM PUMP,SPECIAL HARDWARE,2,,S26,,
,,10143,GEAR PUMP;DANFOSS;4700121,GEAR PUMP,DANFOSS,4700121,TANDEM PUMP,SPECIAL HARDWARE,1,,515,,
,,10143,GEAR PUMP;DANFOSS;4700121,GEAR PUMP,DANFOSS,B5501-30905,TANDEM PUMP,SPECIAL HARDWARE,1,,515,,
,,10145,GEAR PUMP;DANFOSS;4700122,GEAR PUMP,DANFOSS,4700122,TANDEM PUMP,SPECIAL HARDWARE,1,,S15,,
,,10145,GEAR PUMP;DANFOSS;4700122,GEAR PUMP,DANFOSS,B5501-33155,TANDEM PUMP,SPECIAL HARDWARE,1,,S15,,
,,10146,WASHER;DANFOSS;002329,WASHER,DANFOSS,002329,TANDEM PUMP,SPECIAL HARDWARE,0,,S26,,
,,10146,WASHER;DANFOSS;002329,WASHER,DANFOSS,9009ó10-4069,TANDEM PUMP,SPECIAL HARDWARE,0,,S26,,
,,10146,WASHER;DANFOSS;002329,WASHER,DANFOSS,002329,TANDEM PUMP,SPECIAL HARDWARE,2,,S26,,
,,10146,WASHER;DANFOSS;002329,WASHER,DANFOSS,9009ó10-4069,TANDEM PUMP,SPECIAL HARDWARE,2,,S26,,
,,10146,WASHER;DANFOSS;002329,WASHER,DANFOSS,002329,TANDEM PUMP,SPECIAL HARDWARE,0,,S26,,
,,10146,WASHER;DANFOSS;002329,WASHER,DANFOSS,9009ó10-4069,TANDEM PUMP,SPECIAL HARDWARE,0,,S26,,
,,10147,CYLINDER BLOCK KIT;DANFOSS;42fii00ó2,CYLINDER BLOCK KIT,DANFOSS,42fii00ó2,TANDEM PUMP,SPECIAL HARDWARE,0,,B22,,
,,10147,CYLINDER BLOCK KIT;DANFOSS;42fii00ó2,CYLINDER BLOCK KIT,DANFOSS,42fii00ó2,TANDEM PUMP,SPECIAL HARDWARE,0,,B22,,
,,10148,GEAR PUMP;DANFOSS;4700130,GEAR PUMP,DANFOSS,4700130,TANDEM PUMP,SPECIAL HARDWARE,1,,S15,,
,,10148,GEAR PUMP;DANFOSS;4700130,GEAR PUMP,DANFOSS,00111.20.348.00,TANDEM PUMP,SPECIAL HARDWARE,1,,S15,,
,,10153,GEAR PUMP;DANFOSS;4700054,GEAR PUMP,DANFOSS,4700054,TANDEM PUMP,SPECIAL HARDWARE,1,,S1S,,
,,10153,GEAR PUMP;DANFOSS;4700054,GEAR PUMP,DANFOSS,00111.20.132.00,TANDEM PUMP,SPECIAL HARDWARE,1,,S1S,,
,,10154,RETAINING RING;DANFOSS;fii000462,RETAINING RING,DANFOSS,fii000462,TANDEM PUMP,SPECIAL HARDWARE,0,,B28,,
,,10154,RETAINING RING;DANFOSS;fii000462,RETAINING RING,DANFOSS,9006250-0131,TANDEM PUMP,SPECIAL HARDWARE,0,,B28,,
,,10159,RETAINING RING;DANFOSS;Ti000462,RETAINING RING,DANFOSS,Ti000462,TANDEM PUMP,SPECIAL HARDWARE,2,,B28,,
,,10159,RETAINING RING;DANFOSS;Ti000462,RETAINING RING,DANFOSS,9006250-01 31,TANDEM PUMP,SPECIAL HARDWARE,2,,B28,,
,,10164,0-RING;DANFOSS;001131,0-RING,DANFOSS,001131,TANDEM PUMP,SYSTEM PRESSURE PROTECTION,1,,M022,,
,,10164,0-RING;DANFOSS;001131,0-RING,DANFOSS,9004201-5000,TANDEM PUMP,SYSTEM PRESSURE PROTECTION,1,,M022,,
,,10164,0-RING;DANFOSS;001131,0-RING,DANFOSS,001131,TANDEM PUMP,SYSTEM PRESSURE PROTECTION,1,,V20A,,
,,10164,0-RING;DANFOSS;001131,0-RING,DANFOSS,9004201-5000,TANDEM PUMP,SYSTEM PRESSURE PROTECTION,1,,V20A,,
,,10165,O-RING;DANFOSS;°i05536,O-RING,DANFOSS,°i05536,TANDEM PUMP,OVERHAUL SEAL KIT,1,,E10A,,
,,10165,O-RING;DANFOSS;°i05536,O-RING,DANFOSS,9004100-0350,TANDEM PUMP,OVERHAUL SEAL KIT,1,,E10A,,
,,10166,FRAME;MAIN;ASSY;METSO;93050088,MAIN   FRAME   ASSY,METSO,93050088,METSO HP500 CRUSHER,MAIN FRAME ASSY,0,,0,,
,,10167,FRAME;MAIN;METSO;33785555,MAIN FRAME,METSO,33785555,METSO HP500 CRUSHER,MAIN FRAME ASSY,1,110-93050088,1,,
,,10168,SHAFT;MAIN;METSO;68867278,MAIN SHAFT,METSO,68867278,METSO HP500 CRUSHER,MAIN FRAME ASSY,1,110-93050088,2,,
,,10169,FRAME;MAIN;LINER;METSO;48516283,MAIN FRAME LINER,METSO,48516283,METSO HP500 CRUSHER,MAIN FRAME ASSY,1,110-93050088,3,,
,,10170,BUSHING;METSO;22134661,BUSHING,METSO,22134661,METSO HP500 CRUSHER,MAIN FRAME ASSY,6,110-93050088,4,,
,,10171,"SHIM;3.0MM,THICK;METSO;70589817",SHIM 3.0MM THICK,METSO,70589817,METSO HP500 CRUSHER,MAIN FRAME ASSY,1,110-93050088,5,,
,,10172,"SHIM;1.6MM,THICK;METSO;70589815",SHIM 1.6MM THICK,METSO,70589815,METSO HP500 CRUSHER,MAIN FRAME ASSY,1,110-93050088,6,,
,,10173,"SHIM;0.8MM,THICK;METSO;70589813",SHIM 0.8MM THICK,METSO,70589813,METSO HP500 CRUSHER,MAIN FRAME ASSY,1,110-93050088,7,,
,,10174,"SHIM;0.4MM,THICK;METSO;70589811",SHIM 0.4MM THICK,METSO,70589811,METSO HP500 CRUSHER,MAIN FRAME ASSY,1,110-93050088,8,,
,,10175,BEARING;THRUST;METSO;57605167,THRUST BEARING,METSO,57605167,METSO HP500 CRUSHER,MAIN FRAME ASSY,1,110-93050088,9,,
,,10176,WASHER;SPRING;M14;METSO;3086077,SPRING WASHER M14,METSO,3086077,METSO HP500 CRUSHER,MAIN FRAME ASSY,6,110-93050088,10,,
,,10177,SHCS;M14X35;METSO;3766801,SHCS M14X35,METSO,3766801,METSO HP500 CRUSHER,MAIN FRAME ASSY,6,110-93050088,11,,
,,10178,RING;SEAL;METSO;63518950,SEAL RING,METSO,63518950,METSO HP500 CRUSHER,MAIN FRAME ASSY,1,110-93050088,12,,
,,10179,ACTIVTOR;METSO;4590351,ACTIVTOR,METSO,4590351,METSO HP500 CRUSHER,MAIN FRAME ASSY,0,110-93050088,13,,
,,10180,ADHESIVE;METSO;4590350,ADHESIVE,METSO,4590350,METSO HP500 CRUSHER,MAIN FRAME ASSY,0,110-93050088,14,,
,,10181,GUARD;ARM;METSO;38069595,ARM GUARD,METSO,38069595,METSO HP500 CRUSHER,MAIN FRAME ASSY,3,110-93050088,15,,
,,10182,LOCTITE;680;METSO;4826366,LOCTITE 680,METSO,4826366,METSO HP500 CRUSHER,MAIN FRAME ASSY,0,110-93050088,16,,
,,10183,LOCTITE;PRIMER;METSO;4816295,PRIMER - LOCTITE,METSO,4816295,METSO HP500 CRUSHER,MAIN FRAME ASSY,0,110-93050088,17,,
,,10184,SHSC;M12X30;METSO;2992006,SHSC M12X30,METSO,2992006,METSO HP500 CRUSHER,MAIN FRAME ASSY,6,110-93050088,18,,
,,10185,RING;FRAME;METSO;63915542,FRAME RING,METSO,63915542,METSO HP500 CRUSHER,MAIN FRAME ASSY,1,110-93050088,19,,
,,10186,LINER;SEAT;METSO;48516296,SEAT LINER,METSO,48516296,METSO HP500 CRUSHER,MAIN FRAME ASSY,1,110-93050088,20,,
,,10187,PLUG;#4;METSO;2098744,PLUG #4,METSO,2098744,METSO HP500 CRUSHER,MAIN FRAME ASSY,1,110-93050088,21,,
,,10188,BAR;FULCRUM;METSO;64668566,FULCRUM BAR,METSO,64668566,METSO HP500 CRUSHER,MAIN FRAME ASSY,4,110-93050088,22,,
,,10189,"PIPE;CPLG 4"" BSP THD;METSO;1523132","HALF PIPE CPLG 4"" BSP THD",METSO,1523132,METSO HP500 CRUSHER,MAIN FRAME ASSY,1,110-93050088,23,,
,,10190,RING;ASSY;METSO;93050128,ADJ RING ASSEMBLY,METSO,93050128,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,0,110-93050128,0,,
,,10191,RING;ADJUSTMENT;METSO;61876294,ADJUSTMENT RING,METSO,61876294,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,1,110-93050128,1,,
,,10192,CLAMP;RING;METSO;61875592,CLAMPING RING,METSO,61875592,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,1,110-93050128,2,,
,,10193,SHELL;DUST;METSO;61940190,DUST SHELL,METSO,61940190,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,1,110-93050128,3,,
,,10194,ELBOW;45DEG;METSO;02080652,ELBOW 45 DEG,METSO,02080652,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,1,110-93050128,4,,
,,10195,CYLINDER;CLAMP;ASSY;METSO;94280065,CLAMPING CYLINDER ASSY,METSO,94280065,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,12,110-93050128,5,,
,,10196,CLAMP;RING;SEGMENT;METSO;64667330,CLAMP RING SEGMENT,METSO,64667330,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,4,110-93050128,6,,
,,10197,CAP;METSO;08397408,CAP,METSO,08397408,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,1,110-93050128,7,,
,,10198,ELBOW;90DEG;METSO;02080430,ELBOW 90 DEG,METSO,02080430,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,1,110-93050128,8,,
,,10199,HOSE;ASSY;METSO;44250910,HOSE ASSY,METSO,44250910,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,1,110-93050128,9,,
,,10200,HOSE;ASSY;METSO;44251346,HOSE ASSY,METSO,44251346,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,11,110-93050128,10,,
,,10201,FITTING;GREASE;METSO;03801023,GREASE FITTING,METSO,03801023,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,4,110-93050128,11,,
,,10202,CAP;GREASE;FITTING;METSO;03801990,GREASE FITTING CAP,METSO,03801990,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,4,110-93050128,12,,
,,10203,SEAL;DUST;SHELL;METSO;63519847,DUST SHELL SEAL,METSO,63519847,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,1,110-93050128,13,,
,,10204,WASHER;M36;METSO;03056061,WASHER M36,METSO,03056061,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,4,110-93050128,14,,
,,10205,SCREW;SET;M10X16;METSO;02991642,SET SCREW M10 X 16,METSO,02991642,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,12,110-93050128,15,,
,,10206,HHCS;M36X240;METSO;03726225,HHCS M36 X 240,METSO,03726225,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,4,110-93050128,16,,
,,10207,SPACER;;METSO;73044085,SPACER ,METSO,73044085,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,4,110-93050128,17,,
,,10208,HHCS;M12X30;METSO;03723050,HHCS M12 X 30,METSO,03723050,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,16,110-93050128,18,,
,,10209,WASHER;7-16;METSO;03060034,WASHER 7/16,METSO,03060034,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,16,110-93050128,19,,
,,10210,CAP;METSO;01998504,CAP,METSO,01998504,METSO HP500 CRUSHER,ADJ RING ASSEMBLY,1,110-93050128,20,,
