client_id,storage,sku_id,item_description,detailed_description,manufacturer,mfg_part_nos,fitment,bom_structure,bom_qty,bom_grp,bom_id,bom_ref,plan_grp
,,10121,CYLINDER BLOCK;DANFOSS;4250095,CYLINDER BLOCK,DANFOSS,4250095,TANDEM PUMP,SPECIAL HARDWARE,2,,B24,,
,,10121,CYLINDER BLOCK;DANFOSS;4250095,CYLINDER BLOCK,DANFOSS,4250095,TANDEM PUMP,SPECIAL HARDWARE,2,,B24,,
,,10122,WASHER;DANFOSS;9009625-0106,WASHER,DANFOSS,9009625-0106,TANDEM PUMP,SPECIAL HARDWARE,4,,B25,,
,,10122,WASHER;DANFOSS;9009625-0106,WASHER,DANFOSS,9009625-0106,TANDEM PUMP,SPECIAL HARDWARE,4,,B25,,
,,10122,WASHER;DANFOSS;9009625-0106,WASHER,DANFOSS,9009625-0106,TANDEM PUMP,SPECIAL HARDWARE,4,,B25,,
,,10122,WASHER;DANFOSS;9009625-0106,WASHER,DANFOSS,9009625-0106,TANDEM PUMP,SPECIAL HARDWARE,4,,B25,,
,,10122,WASHER;DANFOSS;9009625-0106,WASHER,DANFOSS,9009625-0106,TANDEM PUMP,SPECIAL HARDWARE,4,,B25,,
,,10122,WASHER;DANFOSS;9009625-0106,WASHER,DANFOSS,9009625-0106,TANDEM PUMP,SPECIAL HARDWARE,4,,B25,,
,,10122,WASHER;DANFOSS;9009625-0106,WASHER,DANFOSS,9009625-0106,TANDEM PUMP,SPECIAL HARDWARE,4,,B25,,
,,10122,WASHER;DANFOSS;9009625-0106,WASHER,DANFOSS,9009625-0106,TANDEM PUMP,SPECIAL HARDWARE,4,,B25,,
,,10122,WASHER;DANFOSS;9009625-0106,WASHER,DANFOSS,9009625-0106,TANDEM PUMP,SPECIAL HARDWARE,4,,B2S,,
,,10123,SPRING;DANFOSS;3103199,SPRING,DANFOSS,3103199,TANDEM PUMP,SPECIAL HARDWARE,2,,B26,,
,,10123,SPRING;DANFOSS;3103199,SPRING,DANFOSS,3103199,TANDEM PUMP,SPECIAL HARDWARE,2,,B26,,
,,10123,SPRING;DANFOSS;3103199,SPRING,DANFOSS,3103199,TANDEM PUMP,SPECIAL HARDWARE,2,,B26,,
,,10123,SPRING;DANFOSS;3103199,SPRING,DANFOSS,3103199,TANDEM PUMP,SPECIAL HARDWARE,2,,B26,,
,,10123,SPRING;DANFOSS;3103199,SPRING,DANFOSS,3103199,TANDEM PUMP,SPECIAL HARDWARE,2,,B26,,
,,10123,SPRING;DANFOSS;3103199,SPRING,DANFOSS,3103199,TANDEM PUMP,SPECIAL HARDWARE,2,,B26,,
,,10123,SPRING;DANFOSS;3103199,SPRING,DANFOSS,3103199,TANDEM PUMP,SPECIAL HARDWARE,0,,B26,,
